YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-02,WEEKDAY,12,TRAIN,DT17,34225,15953
2024-02,WEEKDAY,15,TRAIN,BP13,947,786
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,BP13,612,383
2024-02,WEEKDAY,21,TRAIN,NS3,9563,24837
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,NS3,3852,9758
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,CC2,2553,2532
2024-02,WEEKDAY,15,TRAIN,CC2,7837,6637
2024-02,WEEKDAY,19,TRAIN,CC26,12726,5000
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,CC26,2884,1673
2024-02,WEEKDAY,20,TRAIN,EW20,9370,14053
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,EW20,3158,5066
2024-02,WEEKDAY,21,TRAIN,SE1,1372,5927
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,SE1,732,2330
2024-02,WEEKDAY,16,TRAIN,CG2,33225,20349
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,CG2,18085,14550
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,EW15,6912,3204
2024-02,WEEKDAY,22,TRAIN,EW15,31682,6870
2024-02,WEEKDAY,6,TRAIN,NS4/BP1,60821,38049
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,NS4/BP1,8928,4606
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,PW5,500,9
2024-02,WEEKDAY,5,TRAIN,PW5,1876,76
2024-02,WEEKDAY,22,TRAIN,PE5,740,5468
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,PE5,486,2461
2024-02,WEEKDAY,15,TRAIN,CE1/DT16,38751,36244
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,CE1/DT16,30779,34963
2024-02,WEEKDAY,14,TRAIN,NS28,3984,2831
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,NS28,2446,3399
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,DT10/TE11,1727,3052
2024-02,WEEKDAY,21,TRAIN,DT10/TE11,4525,6851
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,BP10,818,197
2024-02,WEEKDAY,6,TRAIN,BP10,9047,1377
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,PE6,41,405
2024-02,WEEKDAY,0,TRAIN,PE6,58,714
2024-02,WEEKDAY,13,TRAIN,SE2,5256,5489
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,SE2,2801,2514
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,DT22,6470,9385
2024-02,WEEKDAY,17,TRAIN,DT22,10799,15500
2024-02,WEEKDAY,7,TRAIN,DT21,3178,8778
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,DT21,631,1238
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,TE5,2101,1924
2024-02,WEEKDAY,16,TRAIN,TE5,2993,5356
2024-02,WEEKDAY,17,TRAIN,CG2,35886,20719
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,CG2,17510,14400
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,TE5,61,4
2024-02,WEEKDAY,5,TRAIN,TE5,507,40
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,CC10/DT26,7569,6929
2024-02,WEEKDAY,14,TRAIN,CC10/DT26,11998,12991
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,BP13,444,151
2024-02,WEEKDAY,7,TRAIN,BP13,4803,1417
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,TE1,2435,715
2024-02,WEEKDAY,11,TRAIN,TE1,6681,3721
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,PW1,828,1610
2024-02,WEEKDAY,11,TRAIN,PW1,932,1984
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,SE5,1193,1244
2024-02,WEEKDAY,16,TRAIN,SE5,3488,3310
2024-02,WEEKDAY,16,TRAIN,DT17,21531,6884
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,DT17,2922,2294
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,DT6,2980,2811
2024-02,WEEKDAY,15,TRAIN,DT6,12719,8397
2024-02,WEEKDAY,5,TRAIN,BP4,1317,295
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,BP4,294,48
2024-02,WEEKDAY,0,TRAIN,EW20,76,577
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,EW20,21,246
2024-02,WEEKDAY,14,TRAIN,BP10,2447,3292
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,BP10,1310,1580
2024-02,WEEKDAY,16,TRAIN,EW9,20755,19294
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,EW9,12915,11952
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,NS28,1034,520
2024-02,WEEKDAY,21,TRAIN,NS28,998,1262
2024-02,WEEKDAY,9,TRAIN,NE10,23361,17787
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,NE10,6708,4456
2024-02,WEEKDAY,23,TRAIN,PW4,681,2198
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,PW4,425,1189
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,CC20,653,1584
2024-02,WEEKDAY,22,TRAIN,CC20,1653,3567
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,SW5,3740,2300
2024-02,WEEKDAY,9,TRAIN,SW5,9682,4739
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,NS25/EW13,25204,35014
2024-02,WEEKDAY,13,TRAIN,NS25/EW13,59111,47967
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,PW1,629,114
2024-02,WEEKDAY,21,TRAIN,PW1,1614,265
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,NS21/DT11,789,1088
2024-02,WEEKDAY,0,TRAIN,NS21/DT11,1984,2269
2024-02,WEEKDAY,17,TRAIN,SE1,6747,6389
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,SE1,2301,2004
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,EW31,2020,409
2024-02,WEEKDAY,12,TRAIN,EW31,2707,1015
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,SE4,1513,1898
2024-02,WEEKDAY,18,TRAIN,SE4,3916,8839
2024-02,WEEKDAY,7,TRAIN,DT34,9719,8953
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,DT34,889,925
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,BP2,1125,1388
2024-02,WEEKDAY,18,TRAIN,BP2,3460,7673
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,DT17,2733,3138
2024-02,WEEKDAY,17,TRAIN,DT17,62085,8260
2024-02,WEEKDAY,0,TRAIN,PW6,8,213
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,PW6,9,107
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,TE12,2502,1797
2024-02,WEEKDAY,12,TRAIN,TE12,7078,4168
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,CC14,2588,1258
2024-02,WEEKDAY,8,TRAIN,CC14,22171,27896
2024-02,WEEKDAY,22,TRAIN,PE4,772,1690
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,PE4,372,847
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,NS21/DT11,443,269
2024-02,WEEKDAY,5,TRAIN,NS21/DT11,3654,2574
2024-02,WEEKDAY,15,TRAIN,SW2,3101,5056
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,SW2,2051,2368
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,PW4,2496,2508
2024-02,WEEKDAY,20,TRAIN,PW4,4074,6778
2024-02,WEEKDAY,17,TRAIN,SW6,5190,5977
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,SW6,1684,1613
2024-02,WEEKDAY,16,TRAIN,CC23,25513,5228
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,CC23,1918,1442
2024-02,WEEKDAY,8,TRAIN,PW1,637,1881
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,PW1,98,850
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,SE5,621,1343
2024-02,WEEKDAY,20,TRAIN,SE5,1139,3850
2024-02,WEEKDAY,7,TRAIN,CC14,18590,18329
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,CC14,1522,982
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,EW19,7615,6840
2024-02,WEEKDAY,13,TRAIN,EW19,13382,13183
2024-02,WEEKDAY,20,TRAIN,NS27/CE2/TE20,7190,3516
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,NS27/CE2/TE20,5329,3308
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,DT3,3610,2150
2024-02,WEEKDAY,8,TRAIN,DT3,30345,6173
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,TE22,218,772
2024-02,WEEKDAY,8,TRAIN,TE22,246,1992
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,DT20,3143,3627
2024-02,WEEKDAY,18,TRAIN,DT20,15475,16137
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,DT17,17,0
2024-02,WEEKDAY,5,TRAIN,DT17,75,1
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,SE3,92,1189
2024-02,WEEKDAY,23,TRAIN,SE3,181,2556
2024-02,WEEKDAY,18,TRAIN,BP6/DT1,61727,127028
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,BP6/DT1,18584,24478
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,BP7,34,234
2024-02,WEEKDAY,23,TRAIN,BP7,47,474
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,NS23,24097,21442
2024-02,WEEKDAY,17,TRAIN,NS23,58041,45608
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,PW4,51,258
2024-02,WEEKDAY,0,TRAIN,PW4,102,605
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,PW4,1455,1771
2024-02,WEEKDAY,22,TRAIN,PW4,2156,3977
2024-02,WEEKDAY,7,TRAIN,EW7,35306,18129
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,EW7,4831,3040
2024-02,WEEKDAY,22,TRAIN,DT27,3370,7216
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,DT27,1163,3908
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,DT28,1847,7296
2024-02,WEEKDAY,21,TRAIN,DT28,4131,13233
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,NS17/CC15,3040,6400
2024-02,WEEKDAY,23,TRAIN,NS17/CC15,6293,14632
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,NS3,11005,7633
2024-02,WEEKDAY,12,TRAIN,NS3,18235,13811
2024-02,WEEKDAY,21,TRAIN,CC20,2904,4928
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,CC20,1000,2168
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,BP6/DT1,2699,12701
2024-02,WEEKDAY,23,TRAIN,BP6/DT1,5242,25129
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,CC21,5374,4433
2024-02,WEEKDAY,16,TRAIN,CC21,11511,12848
2024-02,WEEKDAY,16,TRAIN,CC4/DT15,23031,16274
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,CC4/DT15,10232,11858
2024-02,WEEKDAY,10,TRAIN,DT6,6181,4641
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,DT6,3459,1813
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,NS3,9561,5835
2024-02,WEEKDAY,9,TRAIN,NS3,27773,12225
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,EW25,4165,2954
2024-02,WEEKDAY,7,TRAIN,EW25,43481,16397
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,BP8,434,522
2024-02,WEEKDAY,8,TRAIN,BP8,3018,3193
2024-02,WEEKDAY,17,TRAIN,CC7,15271,11067
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,CC7,4089,4040
2024-02,WEEKDAY,6,TRAIN,PW3,4236,991
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,PW3,590,94
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,CC2,1512,2894
2024-02,WEEKDAY,10,TRAIN,CC2,2478,7478
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,DT3,3524,2830
2024-02,WEEKDAY,14,TRAIN,DT3,6552,7020
2024-02,WEEKDAY,10,TRAIN,TE4,3042,3090
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,TE4,1848,2077
2024-02,WEEKDAY,9,TRAIN,PE5,8060,2293
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,PE5,3139,952
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,TE6,2185,6082
2024-02,WEEKDAY,21,TRAIN,TE6,3925,14871
2024-02,WEEKDAY,8,TRAIN,NE12/CC13,147656,42853
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,NE12/CC13,18248,11194
2024-02,WEEKDAY,6,TRAIN,EW6,12430,4628
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,EW6,1447,728
2024-02,WEEKDAY,20,TRAIN,NS5,15000,44572
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,NS5,7026,15679
2024-02,WEEKDAY,14,TRAIN,CC17/TE9,5883,5821
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,CC17/TE9,2125,2078
2024-02,WEEKDAY,8,TRAIN,DT6,14689,16228
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,DT6,2300,2741
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,SW4,933,1319
2024-02,WEEKDAY,19,TRAIN,SW4,1916,6459
2024-02,WEEKDAY,19,TRAIN,NE5,29370,18709
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,NE5,6885,8148
2024-02,WEEKDAY,19,TRAIN,NS18,15327,24419
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,NS18,4785,6811
2024-02,WEEKDAY,11,TRAIN,DT2,2433,754
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,DT2,1129,557
2024-02,WEEKDAY,23,TRAIN,DT28,1098,6696
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,DT28,638,3810
2024-02,WEEKDAY,16,TRAIN,NE11,24361,15486
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,NE11,6991,6606
2024-02,WEEKDAY,11,TRAIN,NS11,32988,18165
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,NS11,22337,11717
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,PW6,1167,344
2024-02,WEEKDAY,10,TRAIN,PW6,1728,658
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,DT5,8909,6280
2024-02,WEEKDAY,13,TRAIN,DT5,14025,10928
2024-02,WEEKDAY,0,TRAIN,EW12/DT14,1076,1329
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,EW12/DT14,420,673
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,TE18,4847,2179
2024-02,WEEKDAY,21,TRAIN,TE18,12944,4041
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,BP10,1502,1069
2024-02,WEEKDAY,9,TRAIN,BP10,4737,2613
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,EW6,6492,3645
2024-02,WEEKDAY,10,TRAIN,EW6,11443,6433
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,EW26,2614,141
2024-02,WEEKDAY,5,TRAIN,EW26,16443,1857
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,NS18,6146,6072
2024-02,WEEKDAY,16,TRAIN,NS18,13661,14021
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,DT10/TE11,4221,2487
2024-02,WEEKDAY,11,TRAIN,DT10/TE11,8329,4076
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,PE4,1055,1038
2024-02,WEEKDAY,17,TRAIN,PE4,2177,2573
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,SE4,2040,1145
2024-02,WEEKDAY,9,TRAIN,SE4,5692,2806
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,NS28,2791,3164
2024-02,WEEKDAY,15,TRAIN,NS28,3840,3298
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,EW12/DT14,4197,4553
2024-02,WEEKDAY,6,TRAIN,EW12/DT14,12892,16595
2024-02,WEEKDAY,9,TRAIN,BP11,5502,1626
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,BP11,1908,608
2024-02,WEEKDAY,0,TRAIN,NS14,1345,6062
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,NS14,882,2791
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,CC23,1006,987
2024-02,WEEKDAY,22,TRAIN,CC23,4899,1775
2024-02,WEEKDAY,21,TRAIN,EW18,10554,17646
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,EW18,4107,7115
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,TE13,287,981
2024-02,WEEKDAY,7,TRAIN,TE13,2049,5332
2024-02,WEEKDAY,7,TRAIN,SE4,10167,2104
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,SE4,987,564
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,DT33,7064,5309
2024-02,WEEKDAY,13,TRAIN,DT33,13488,10985
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,EW25,4426,4974
2024-02,WEEKDAY,15,TRAIN,EW25,8019,8003
2024-02,WEEKDAY,7,TRAIN,TE7,14192,13362
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,TE7,951,847
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,DT29,1104,4205
2024-02,WEEKDAY,22,TRAIN,DT29,1957,9820
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,DT33,950,18
2024-02,WEEKDAY,5,TRAIN,DT33,5397,35
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,SW3,629,1083
2024-02,WEEKDAY,19,TRAIN,SW3,1482,4814
2024-02,WEEKDAY,16,TRAIN,NS3,14991,23698
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,NS3,8104,8837
2024-02,WEEKDAY,12,TRAIN,SW2,4340,3134
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,SW2,3176,2010
2024-02,WEEKDAY,18,TRAIN,NS17/CC15,79093,119232
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,NS17/CC15,19663,21280
2024-02,WEEKDAY,19,TRAIN,NS28,2876,1377
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,NS28,3239,1018
2024-02,WEEKDAY,9,TRAIN,DT33,36026,5873
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,DT33,7855,2381
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,NE7/DT12,21426,22257
2024-02,WEEKDAY,14,TRAIN,NE7/DT12,27443,30076
2024-02,WEEKDAY,8,TRAIN,DT21,7833,20007
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,DT21,1408,2579
2024-02,WEEKDAY,8,TRAIN,EW4,46104,22291
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,EW4,7279,3812
2024-02,WEEKDAY,20,TRAIN,EW29,19791,7755
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,EW29,5321,7769
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,BP5,1157,973
2024-02,WEEKDAY,12,TRAIN,BP5,2180,1700
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,EW10,4848,2076
2024-02,WEEKDAY,7,TRAIN,EW10,28665,9930
2024-02,WEEKDAY,12,TRAIN,EW5,30058,25737
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,EW5,17307,14494
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,TE13,1942,1892
2024-02,WEEKDAY,10,TRAIN,TE13,3371,4533
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,CC8,4686,3668
2024-02,WEEKDAY,12,TRAIN,CC8,8350,5963
2024-02,WEEKDAY,23,TRAIN,BP5,315,588
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,BP5,157,287
2024-02,WEEKDAY,13,TRAIN,NS28,2582,2435
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,NS28,2310,3382
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,SW7,1281,1197
2024-02,WEEKDAY,13,TRAIN,SW7,3207,2675
2024-02,WEEKDAY,14,TRAIN,EW2/DT32,48131,50943
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,EW2/DT32,25589,25042
2024-02,WEEKDAY,11,TRAIN,NE13,23136,15155
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,NE13,13936,9477
2024-02,WEEKDAY,10,TRAIN,NE15,21684,8302
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,NE15,12281,4651
2024-02,WEEKENDS/HOLIDAY,23,TRAIN,EW14/NS26,7751,1161
2024-02,WEEKDAY,23,TRAIN,EW14/NS26,21559,2117
2024-02,WEEKENDS/HOLIDAY,9,TRAIN,DT13,3417,4997
2024-02,WEEKDAY,9,TRAIN,DT13,8486,18548
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,DT13,998,907
2024-02,WEEKDAY,6,TRAIN,DT13,3836,2719
2024-02,WEEKDAY,19,TRAIN,CC28,2541,6152
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,CC28,1035,1670
2024-02,WEEKENDS/HOLIDAY,20,TRAIN,NE16/STC,13459,21561
2024-02,WEEKDAY,20,TRAIN,NE16/STC,32301,65314
2024-02,WEEKDAY,15,TRAIN,BP4,9492,2559
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,BP4,795,798
2024-02,WEEKDAY,8,TRAIN,TE14/NS22,22230,117227
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,TE14/NS22,5070,25044
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,EW25,55,752
2024-02,WEEKDAY,0,TRAIN,EW25,104,1283
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,TE3,3555,2769
2024-02,WEEKDAY,13,TRAIN,TE3,7047,8594
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,DT6,45,23
2024-02,WEEKDAY,5,TRAIN,DT6,146,236
2024-02,WEEKDAY,18,TRAIN,BP10,3462,10223
2024-02,WEEKENDS/HOLIDAY,18,TRAIN,BP10,1208,1891
2024-02,WEEKDAY,15,TRAIN,TE18,9494,6764
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,TE18,6185,4017
2024-02,WEEKDAY,11,TRAIN,EW21/CC22,20464,18684
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,EW21/CC22,8843,10603
2024-02,WEEKDAY,13,TRAIN,NS20,47080,45513
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,NS20,19677,13098
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,SW3,176,1047
2024-02,WEEKDAY,22,TRAIN,SW3,362,2447
2024-02,WEEKDAY,14,TRAIN,PE3,5683,7406
2024-02,WEEKENDS/HOLIDAY,14,TRAIN,PE3,2661,2804
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,NE13,12549,9676
2024-02,WEEKDAY,10,TRAIN,NE13,24358,15548
2024-02,WEEKDAY,17,TRAIN,NE17/PTC,50889,75915
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,NE17/PTC,24989,26113
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,SE2,545,23
2024-02,WEEKDAY,5,TRAIN,SE2,3095,84
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,NS24/NE6/CC1,25163,18935
2024-02,WEEKDAY,17,TRAIN,NS24/NE6/CC1,58426,41588
2024-02,WEEKDAY,15,TRAIN,PE2,4811,6664
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,PE2,2245,2515
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,TE1,1826,1413
2024-02,WEEKDAY,16,TRAIN,TE1,14744,3195
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,CC24,4019,4945
2024-02,WEEKDAY,12,TRAIN,CC24,28793,25103
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,SW4,1069,494
2024-02,WEEKDAY,8,TRAIN,SW4,7071,1709
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,EW24/NS1,39260,34151
2024-02,WEEKDAY,15,TRAIN,EW24/NS1,64570,56835
2024-02,WEEKENDS/HOLIDAY,7,TRAIN,CC8,2277,1546
2024-02,WEEKDAY,7,TRAIN,CC8,19847,21785
2024-02,WEEKENDS/HOLIDAY,5,TRAIN,DT20,11,0
2024-02,WEEKDAY,5,TRAIN,DT20,69,0
2024-02,WEEKDAY,22,TRAIN,TE22,4166,644
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,TE22,4851,361
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,EW7,8380,5930
2024-02,WEEKDAY,10,TRAIN,EW7,15402,9641
2024-02,WEEKDAY,8,TRAIN,NS8,49780,17511
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,NS8,8631,5488
2024-02,WEEKENDS/HOLIDAY,22,TRAIN,CG1/DT35,5263,1541
2024-02,WEEKDAY,22,TRAIN,CG1/DT35,10223,2164
2024-02,WEEKENDS/HOLIDAY,17,TRAIN,NS27/CE2/TE20,2511,4807
2024-02,WEEKDAY,17,TRAIN,NS27/CE2/TE20,16561,4254
2024-02,WEEKDAY,19,TRAIN,DT13,18554,14080
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,DT13,6632,4411
2024-02,WEEKENDS/HOLIDAY,15,TRAIN,EW18,7374,7549
2024-02,WEEKDAY,15,TRAIN,EW18,14713,16392
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,EW7,3017,1368
2024-02,WEEKDAY,6,TRAIN,EW7,18878,7582
2024-02,WEEKDAY,19,TRAIN,CC12,5578,14057
2024-02,WEEKENDS/HOLIDAY,19,TRAIN,CC12,2088,2901
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,NE12/CC13,21765,24898
2024-02,WEEKDAY,21,TRAIN,NE12/CC13,53069,62162
2024-02,WEEKENDS/HOLIDAY,13,TRAIN,CC7,3103,3162
2024-02,WEEKDAY,13,TRAIN,CC7,5959,7726
2024-02,WEEKENDS/HOLIDAY,8,TRAIN,NE14,13220,5875
2024-02,WEEKDAY,8,TRAIN,NE14,103329,21869
2024-02,WEEKDAY,11,TRAIN,EW29,6627,5568
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,EW29,4374,3187
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,CC8,59,237
2024-02,WEEKDAY,0,TRAIN,CC8,108,576
2024-02,WEEKENDS/HOLIDAY,12,TRAIN,PE7,3029,1724
2024-02,WEEKDAY,12,TRAIN,PE7,3934,3131
2024-02,WEEKENDS/HOLIDAY,6,TRAIN,NE16/STC,5920,2279
2024-02,WEEKDAY,6,TRAIN,NE16/STC,50078,19915
2024-02,WEEKENDS/HOLIDAY,11,TRAIN,PW6,992,472
2024-02,WEEKDAY,11,TRAIN,PW6,1558,1010
2024-02,WEEKDAY,21,TRAIN,EW24/NS1,98425,28774
2024-02,WEEKENDS/HOLIDAY,21,TRAIN,EW24/NS1,40941,15620
2024-02,WEEKENDS/HOLIDAY,10,TRAIN,BP9,1466,783
2024-02,WEEKDAY,10,TRAIN,BP9,3030,1381
2024-02,WEEKENDS/HOLIDAY,16,TRAIN,CC11,6567,4252
2024-02,WEEKDAY,16,TRAIN,CC11,22677,9528
2024-02,WEEKENDS/HOLIDAY,0,TRAIN,CC3,27,14
2024-02,WEEKDAY,0,TRAIN,CC3,96,25
